farmid,planted_qty,withered_crops,harvested_qty,crop_yield,net_yield,type,tags
534,15,7,5,0.3,-2,1,"terrible crop yield,  bad net yield,  precisionfarming,  companionplanting"
535,3,19,14,4.7,-5,0,"commendable crop yield,  bad net yield,  sustainableagriculture,  greenhousegrowing"
536,23,19,8,0.3,-11,1,"terrible crop yield,  bad net yield,  sustainableagriculture,  greenhousegrowing"
537,8,17,11,1.4,-6,1,"terrible crop yield,  bad net yield,  regenerativeagriculture,  companionplanting"
538,20,13,2,0.1,-11,0,"needs crop improvement,  bad net yield,  croprotation,  pestcontrol,  naturalpestmanagement"
539,16,17,20,1.3,3,1,"terrible crop yield,  bad net yield,  companionplanting,  regenerativeagriculture"
540,13,13,27,2.1,14,1,"needs improvement,  good net yield,  naturalpestmanagement,  pestcontrol,  croprotation"
541,18,19,20,1.1,1,0,"commendable crop yield,  bad net yield,  greenhousegrowing,  sustainableagriculture"
542,28,14,30,1.1,16,1,"terrible crop yield,  excellent net yield,  companionplanting,  regenerativeagriculture"
543,10,3,13,1.3,10,1,"terrible crop yield,  good net yield,  fertilization,  pollinatorfriendly"
544,19,12,19,1,7,0,"average crop yield,  bad net yield,  pestcontrol,  naturalpestmanagement,  croprotation"
545,17,7,23,1.4,16,0,"commendable crop yield,  bad net yield,  companionplanting,  precisionfarming"
546,24,17,19,0.8,2,1,"terrible crop yield,  bad net yield,  regenerativeagriculture,  companionplanting"
547,19,11,9,0.5,-2,1,"terrible crop yield,  bad net yield,  pestcontrol,  croprotation"
548,28,13,19,0.7,6,0,"needs crop improvement,  bad net yield,  naturalpestmanagement,  pestcontrol,  croprotation"
549,26,1,5,0.2,4,0,"needs crop improvement,  bad net yield,  organicfarming,  soilmanagement"
550,23,17,2,0.1,-15,1,"terrible crop yield,  bad net yield,  regenerativeagriculture,  companionplanting"
551,26,1,4,0.2,3,0,"needs crop improvement,  bad net yield,  organicfarming,  irrigation,  fertilization"
552,5,10,27,5.4,17,1,"average crop yield,  excellent net yield,  companionplanting,  pestcontrol,  naturalpestmanagement"
553,26,8,9,0.3,1,1,"terrible crop yield,  bad net yield,  croprotation,  companionplanting,  naturalpestmanagement"
554,21,11,5,0.2,-6,1,"terrible crop yield,  bad net yield,  croprotation,  naturalpestmanagement"
555,23,16,17,0.7,1,1,"terrible crop yield,  bad net yield,  regenerativeagriculture,  companionplanting"
556,9,14,24,2.7,10,1,"needs improvement,  good net yield,  regenerativeagriculture,  companionplanting"
557,12,16,24,2,8,0,"commendable crop yield,  bad net yield,  companionplanting,  regenerativeagriculture"
558,21,17,22,1,5,0,"average crop yield,  bad net yield,  companionplanting,  regenerativeagriculture"
559,1,5,3,3,-2,0,"commendable crop yield,  bad net yield,  companionplanting,  naturalpestmanagement,  greenhousegrowing"
560,26,16,26,1,10,0,"average crop yield,  bad net yield,  regenerativeagriculture,  companionplanting"
561,26,17,3,0.1,-14,1,"terrible crop yield,  bad net yield,  companionplanting,  regenerativeagriculture"
562,1,7,24,24,17,1,"commendable crop yield,  excellent net yield,  pestcontrol,  sustainableagriculture,  covercrops"
563,15,8,6,0.4,-2,1,"terrible crop yield,  bad net yield,  sustainableagriculture,  covercrops,  precisionfarming"
564,2,5,6,3,1,1,"needs improvement,  bad net yield,  greenhousegrowing,  pestcontrol"
565,22,4,8,0.4,4,0,"needs crop improvement,  bad net yield,  fertilization,  vermiculture,  irrigation"
566,16,11,14,0.9,3,1,"terrible crop yield,  bad net yield,  naturalpestmanagement,  pestcontrol"
567,25,10,10,0.4,0,1,"terrible crop yield,  bad net yield,  croprotation,  companionplanting"
568,8,0,10,1.3,10,0,"commendable crop yield,  excellent net yield,  foodsecurity,  farmersmarket,  localfood"
569,13,10,6,0.5,-4,0,"needs crop improvement,  bad net yield,  greenhousegrowing,  naturalpestmanagement,  companionplanting"
570,21,18,14,0.7,-4,0,"needs crop improvement,  bad net yield,  greenhousegrowing,  sustainableagriculture"
571,1,8,4,4,-4,0,"commendable crop yield,  bad net yield,  greenhousegrowing,  naturalpestmanagement"
572,16,1,15,0.9,14,1,"terrible crop yield,  good net yield,  vermiculture,  irrigation"
573,29,11,25,0.9,14,1,"terrible crop yield,  good net yield,  naturalpestmanagement,  pestcontrol,  croprotation"
574,7,3,13,1.9,10,0,"commendable crop yield,  excellent net yield,  fertilization,  irrigation,  vermiculture"
575,5,3,26,5.2,23,1,"average crop yield,  excellent net yield,  vermiculture,  fertilization,  pollinatorfriendly"
576,22,17,21,1,4,1,"terrible crop yield,  bad net yield,  regenerativeagriculture,  companionplanting"
577,29,14,3,0.1,-11,1,"terrible crop yield,  bad net yield,  regenerativeagriculture,  companionplanting"
578,23,18,7,0.3,-11,0,"needs crop improvement,  bad net yield,  greenhousegrowing,  sustainableagriculture"
579,3,12,7,2.3,-5,1,"needs improvement,  bad net yield,  pestcontrol,  croprotation"
580,12,18,29,2.4,11,0,"commendable crop yield,  bad net yield,  greenhousegrowing,  sustainableagriculture"
581,26,16,28,1.1,12,1,"terrible crop yield,  good net yield,  regenerativeagriculture,  companionplanting"
582,16,5,26,1.6,21,1,"terrible crop yield,  excellent net yield,  covercrops,  greenhousegrowing,  croprotation"
583,19,15,26,1.4,11,1,"terrible crop yield,  good net yield,  companionplanting,  regenerativeagriculture"
584,5,11,5,1,-6,0,"average crop yield,  bad net yield,  naturalpestmanagement,  pestcontrol"
585,22,18,3,0.1,-15,1,"terrible crop yield,  bad net yield,  sustainableagriculture,  greenhousegrowing"
586,25,4,26,1,22,0,"average crop yield,  bad net yield,  organicfarming,  soilmanagement,  pollinatorfriendly"
587,29,16,23,0.8,7,0,"needs crop improvement,  bad net yield,  companionplanting,  regenerativeagriculture"
588,14,0,20,1.4,20,0,"commendable crop yield,  excellent net yield,  farmtofork,  localfood,  foodsecurity"
589,28,9,2,0.1,-7,1,"terrible crop yield,  bad net yield,  precisionfarming,  greenhousegrowing,  croprotation"
590,5,14,9,1.8,-5,1,"terrible crop yield,  bad net yield,  regenerativeagriculture,  companionplanting"
591,15,10,13,0.9,3,1,"terrible crop yield,  bad net yield,  naturalpestmanagement,  precisionfarming"
592,17,12,25,1.5,13,1,"terrible crop yield,  good net yield,  naturalpestmanagement,  pestcontrol,  croprotation"
593,14,4,18,1.3,14,0,"commendable crop yield,  good net yield,  vermiculture,  pollinatorfriendly,  irrigation"
594,20,0,19,1,19,0,"average crop yield,  bad net yield,  companionplanting,  naturalpestmanagement"
595,5,11,28,5.6,17,0,"commendable crop yield,  excellent net yield,  pestcontrol,  naturalpestmanagement,  croprotation"
596,12,10,16,1.3,6,1,"terrible crop yield,  bad net yield,  pestcontrol,  precisionfarming,  sustainableagriculture"
597,16,16,19,1.2,3,0,"commendable crop yield,  bad net yield,  regenerativeagriculture,  companionplanting"
598,26,3,11,0.4,8,1,"terrible crop yield,  bad net yield,  irrigation,  organicfarming"
599,26,14,14,0.5,0,0,"needs crop improvement,  bad net yield,  regenerativeagriculture,  companionplanting"
600,16,8,23,1.4,15,1,"terrible crop yield,  good net yield,  croprotation,  naturalpestmanagement,  covercrops"
601,21,19,15,0.7,-4,1,"terrible crop yield,  bad net yield,  sustainableagriculture,  greenhousegrowing"
602,7,18,24,3.4,6,0,"commendable crop yield,  bad net yield,  greenhousegrowing,  sustainableagriculture"
603,4,18,13,3.3,-5,0,"commendable crop yield,  bad net yield,  sustainableagriculture,  greenhousegrowing"
604,1,11,12,12,1,0,"commendable crop yield,  good net yield,  croprotation,  naturalpestmanagement,  pestcontrol"
605,5,4,26,5.2,22,0,"commendable crop yield,  excellent net yield,  pollinatorfriendly,  organicfarming,  soilmanagement"
606,23,9,13,0.6,4,1,"terrible crop yield,  bad net yield,  precisionfarming,  naturalpestmanagement"
607,26,16,21,0.8,5,0,"needs crop improvement,  bad net yield,  regenerativeagriculture,  companionplanting"
608,10,4,4,0.4,0,0,"needs crop improvement,  bad net yield,  fertilization,  pollinatorfriendly"
609,22,15,19,0.9,4,0,"needs crop improvement,  bad net yield,  companionplanting,  regenerativeagriculture"
610,5,6,21,4.2,15,1,"needs improvement,  good net yield,  precisionfarming,  naturalpestmanagement,  sustainableagriculture"
611,4,8,9,2.3,1,1,"needs improvement,  bad net yield,  croprotation,  sustainableagriculture,  pestcontrol"
612,2,2,4,2,2,0,"commendable crop yield,  good net yield,  vermiculture,  soilmanagement"
613,20,14,13,0.7,-1,1,"terrible crop yield,  bad net yield,  companionplanting,  regenerativeagriculture"
614,10,15,17,1.7,2,0,"commendable crop yield,  bad net yield,  companionplanting,  regenerativeagriculture"
615,26,17,26,1,9,1,"terrible crop yield,  good net yield,  companionplanting,  regenerativeagriculture"
616,19,13,23,1.2,10,1,"terrible crop yield,  good net yield,  croprotation,  naturalpestmanagement"
617,26,2,21,0.8,19,1,"terrible crop yield,  excellent net yield,  irrigation,  organicfarming"
618,1,11,29,29,18,1,"commendable crop yield,  excellent net yield,  naturalpestmanagement,  croprotation,  pestcontrol"
619,24,8,17,0.7,9,0,"needs crop improvement,  bad net yield,  precisionfarming,  croprotation"
620,5,6,27,5.4,21,0,"commendable crop yield,  excellent net yield,  pestcontrol,  covercrops,  naturalpestmanagement"
621,13,8,28,2.2,20,0,"commendable crop yield,  excellent net yield,  greenhousegrowing,  precisionfarming"
622,4,12,16,4,4,1,"needs improvement,  bad net yield,  pestcontrol,  naturalpestmanagement"
623,16,17,15,0.9,-2,0,"needs crop improvement,  bad net yield,  companionplanting,  regenerativeagriculture"
624,24,4,11,0.5,7,0,"needs crop improvement,  bad net yield,  vermiculture,  organicfarming,  fertilization"
625,16,12,25,1.6,13,0,"commendable crop yield,  bad net yield,  pestcontrol,  croprotation,  naturalpestmanagement"
626,23,3,18,0.8,15,1,"terrible crop yield,  good net yield,  soilmanagement,  irrigation"
627,2,1,18,9,17,1,"good crop yield,  excellent net yield,  pollinatorfriendly,  fertilization,  organicfarming"
628,17,15,25,1.5,10,1,"terrible crop yield,  good net yield,  regenerativeagriculture,  companionplanting"
629,28,8,1,0,-7,0,"needs crop improvement,  bad net yield,  covercrops,  naturalpestmanagement,  croprotation"
630,27,8,17,0.6,9,0,"needs crop improvement,  bad net yield,  pestcontrol,  covercrops,  naturalpestmanagement"
631,20,5,6,0.3,1,0,"needs crop improvement,  bad net yield,  greenhousegrowing,  pestcontrol,  sustainableagriculture"
632,24,10,16,0.7,6,1,"terrible crop yield,  bad net yield,  greenhousegrowing,  naturalpestmanagement,  precisionfarming"
633,12,0,16,1.3,16,1,"terrible crop yield, excellent net yield, sustainableagriculture, precisionfarming"
634,18,3,16,0.9,13,0,"needs crop improvement,  bad net yield,  irrigation,  vermiculture,  pollinatorfriendly"
635,3,12,13,4.3,1,1,"needs improvement,  bad net yield,  naturalpestmanagement,  pestcontrol,  croprotation"
636,28,12,28,1,16,1,"terrible crop yield,  excellent net yield,  croprotation,  naturalpestmanagement"
637,1,12,30,30,18,1,"commendable crop yield,  excellent net yield,  croprotation,  pestcontrol"
638,1,1,21,21,20,1,"commendable crop yield,  excellent net yield,  pollinatorfriendly,  fertilization,  vermiculture"
639,29,8,15,0.5,7,0,"needs crop improvement,  bad net yield,  covercrops,  naturalpestmanagement,  precisionfarming"
640,19,7,15,0.8,8,1,"terrible crop yield,  bad net yield,  companionplanting,  covercrops"
641,11,6,3,0.3,-3,1,"terrible crop yield,  bad net yield,  pestcontrol,  companionplanting,  greenhousegrowing"
642,5,3,10,2,7,1,"needs improvement,  bad net yield,  fertilization,  irrigation,  pollinatorfriendly"
643,12,17,6,0.5,-11,1,"terrible crop yield,  bad net yield,  companionplanting,  regenerativeagriculture"
644,3,2,9,3,7,0,"commendable crop yield,  excellent net yield,  pollinatorfriendly,  organicfarming"
645,1,5,26,26,21,0,"commendable crop yield,  excellent net yield,  croprotation,  precisionfarming"
646,1,11,30,30,19,1,"commendable crop yield,  excellent net yield,  croprotation,  pestcontrol"
647,8,11,2,0.3,-9,1,"terrible crop yield,  bad net yield,  naturalpestmanagement,  pestcontrol"
648,10,7,24,2.4,17,1,"needs improvement,  excellent net yield,  greenhousegrowing,  sustainableagriculture,  croprotation"
649,11,0,4,0.4,4,1,"terrible crop yield, bad net yield, greenhousegrowing, sustainableagriculture"
650,12,3,7,0.6,4,1,"terrible crop yield,  bad net yield,  organicfarming,  pollinatorfriendly,  vermiculture"
651,29,10,6,0.2,-4,1,"terrible crop yield,  bad net yield,  precisionfarming,  covercrops"
652,13,2,18,1.4,16,0,"commendable crop yield,  excellent net yield,  vermiculture,  organicfarming,  soilmanagement"
653,12,12,28,2.3,16,1,"needs improvement,  excellent net yield,  pestcontrol,  naturalpestmanagement"
654,14,16,13,0.9,-3,0,"needs crop improvement,  bad net yield,  regenerativeagriculture,  companionplanting"
655,2,9,11,5.5,2,0,"commendable crop yield,  good net yield,  covercrops,  greenhousegrowing"
656,29,11,18,0.6,7,1,"terrible crop yield,  bad net yield,  croprotation,  naturalpestmanagement"
657,19,14,22,1.2,8,0,"commendable crop yield,  bad net yield,  regenerativeagriculture,  companionplanting"
658,18,9,13,0.7,4,0,"needs crop improvement,  bad net yield,  covercrops,  companionplanting"
659,3,13,6,2,-7,0,"commendable crop yield,  bad net yield,  pestcontrol,  croprotation"
660,23,12,17,0.7,5,0,"needs crop improvement,  bad net yield,  croprotation,  pestcontrol"
661,17,4,27,1.6,23,0,"commendable crop yield,  excellent net yield,  irrigation,  fertilization,  vermiculture"
662,26,5,13,0.5,8,0,"needs crop improvement,  bad net yield,  greenhousegrowing,  pestcontrol"
663,8,1,19,2.4,18,1,"needs improvement,  excellent net yield,  irrigation,  soilmanagement"
664,29,16,21,0.7,5,0,"needs crop improvement,  bad net yield,  companionplanting,  regenerativeagriculture"
665,26,3,19,0.7,16,0,"needs crop improvement,  bad net yield,  vermiculture,  irrigation"
666,10,13,10,1,-3,0,"average crop yield,  bad net yield,  pestcontrol,  croprotation"
667,26,9,3,0.1,-6,1,"terrible crop yield,  bad net yield,  precisionfarming,  sustainableagriculture,  croprotation"
668,2,2,14,7,12,0,"commendable crop yield,  excellent net yield,  organicfarming,  fertilization"
669,19,2,19,1,17,1,"terrible crop yield,  excellent net yield,  organicfarming,  vermiculture,  fertilization"
670,9,14,19,2.1,5,0,"commendable crop yield,  bad net yield,  regenerativeagriculture,  companionplanting"
671,7,5,26,3.7,21,1,"needs improvement,  excellent net yield,  croprotation,  greenhousegrowing,  precisionfarming"
672,4,16,8,2,-8,1,"needs improvement,  bad net yield,  companionplanting,  regenerativeagriculture"
673,26,11,5,0.2,-6,0,"needs crop improvement,  bad net yield,  pestcontrol,  naturalpestmanagement"
674,21,19,20,1,1,0,"average crop yield,  bad net yield,  greenhousegrowing,  sustainableagriculture"
675,18,10,12,0.7,2,1,"terrible crop yield,  bad net yield,  covercrops,  companionplanting,  croprotation"
676,13,3,21,1.6,18,0,"commendable crop yield,  excellent net yield,  vermiculture,  irrigation,  fertilization"
677,11,5,24,2.2,19,1,"needs improvement,  excellent net yield,  croprotation,  naturalpestmanagement,  greenhousegrowing"
678,29,0,13,0.4,13,1,"terrible crop yield, good net yield, permaculture, greenhousegrowing"
679,24,19,7,0.3,-12,1,"terrible crop yield,  bad net yield,  sustainableagriculture,  greenhousegrowing"
680,4,15,21,5.3,6,1,"average crop yield,  bad net yield,  regenerativeagriculture,  companionplanting"
681,25,14,24,1,10,1,"terrible crop yield,  good net yield,  regenerativeagriculture,  companionplanting"
682,21,16,4,0.2,-12,0,"needs crop improvement,  bad net yield,  regenerativeagriculture,  companionplanting"
683,29,7,21,0.7,14,1,"terrible crop yield,  good net yield,  covercrops,  companionplanting,  greenhousegrowing"
684,25,11,17,0.7,6,1,"terrible crop yield,  bad net yield,  naturalpestmanagement,  pestcontrol"
685,4,9,18,4.5,9,0,"commendable crop yield,  excellent net yield,  sustainableagriculture,  covercrops"
686,10,14,11,1.1,-3,1,"terrible crop yield,  bad net yield,  regenerativeagriculture,  companionplanting"
687,5,8,1,0.2,-7,0,"needs crop improvement,  bad net yield,  naturalpestmanagement,  precisionfarming"
688,9,1,24,2.7,23,0,"commendable crop yield,  excellent net yield,  irrigation,  soilmanagement"
689,24,4,25,1,21,0,"average crop yield,  bad net yield,  fertilization,  soilmanagement"
690,3,5,19,6.3,14,1,"average crop yield,  good net yield,  naturalpestmanagement,  croprotation"
691,17,6,22,1.3,16,1,"terrible crop yield,  excellent net yield,  precisionfarming,  covercrops"
692,3,0,2,0.7,2,1,"terrible crop yield, bad net yield, permaculture, covercrops"
693,16,6,22,1.4,16,0,"commendable crop yield,  good net yield,  companionplanting,  pestcontrol,  greenhousegrowing"
694,4,19,9,2.3,-10,1,"needs improvement,  bad net yield,  greenhousegrowing,  sustainableagriculture"
695,18,11,28,1.6,17,0,"commendable crop yield,  bad net yield,  naturalpestmanagement,  pestcontrol,  croprotation"
696,17,15,7,0.4,-8,1,"terrible crop yield,  bad net yield,  companionplanting,  regenerativeagriculture"
697,7,15,28,4,13,0,"commendable crop yield,  excellent net yield,  companionplanting,  regenerativeagriculture"
698,24,10,16,0.7,6,1,"terrible crop yield,  bad net yield,  croprotation,  sustainableagriculture,  greenhousegrowing"
699,23,3,23,1,20,1,"terrible crop yield,  excellent net yield,  vermiculture,  fertilization"
700,5,12,16,3.2,4,1,"needs improvement,  bad net yield,  pestcontrol,  croprotation"
701,12,6,25,2.1,19,0,"commendable crop yield,  excellent net yield,  covercrops,  sustainableagriculture"
702,17,3,4,0.2,1,0,"needs crop improvement,  bad net yield,  vermiculture,  soilmanagement"
703,23,14,24,1,10,1,"terrible crop yield,  good net yield,  regenerativeagriculture,  companionplanting"
704,13,18,24,1.8,6,1,"terrible crop yield,  bad net yield,  sustainableagriculture,  greenhousegrowing"
705,23,8,12,0.5,4,0,"needs crop improvement,  bad net yield,  pestcontrol,  sustainableagriculture,  croprotation"
706,25,10,10,0.4,0,0,"needs crop improvement,  bad net yield,  pestcontrol,  precisionfarming,  companionplanting"
707,3,7,22,7.3,15,0,"commendable crop yield,  excellent net yield,  greenhousegrowing,  covercrops,  pestcontrol"
708,9,0,19,2.1,19,1,"needs improvement, excellent net yield, greenhousegrowing, naturalpestmanagement"
709,17,7,7,0.4,0,0,"needs crop improvement,  bad net yield,  naturalpestmanagement,  greenhousegrowing,  precisionfarming"
710,17,12,18,1.1,6,1,"terrible crop yield,  bad net yield,  naturalpestmanagement,  croprotation,  pestcontrol"
711,20,3,23,1.2,20,0,"commendable crop yield,  good net yield,  vermiculture,  soilmanagement,  irrigation"
712,16,7,9,0.6,2,1,"terrible crop yield,  bad net yield,  sustainableagriculture,  covercrops,  greenhousegrowing"
713,25,2,14,0.6,12,0,"needs crop improvement,  bad net yield,  irrigation,  organicfarming"
714,22,8,24,1.1,16,0,"commendable crop yield,  bad net yield,  companionplanting,  covercrops,  precisionfarming"
715,13,1,10,0.8,9,0,"needs crop improvement,  bad net yield,  irrigation,  fertilization,  vermiculture"
716,27,1,16,0.6,15,0,"needs crop improvement,  bad net yield,  vermiculture,  pollinatorfriendly,  soilmanagement"
717,19,12,16,0.8,4,0,"needs crop improvement,  bad net yield,  croprotation,  pestcontrol,  naturalpestmanagement"
718,17,14,9,0.5,-5,1,"terrible crop yield,  bad net yield,  companionplanting,  regenerativeagriculture"
719,4,11,10,2.5,-1,0,"commendable crop yield,  bad net yield,  croprotation,  pestcontrol,  naturalpestmanagement"
720,12,3,25,2.1,22,0,"commendable crop yield,  excellent net yield,  fertilization,  vermiculture"
721,29,7,13,0.4,6,0,"needs crop improvement,  bad net yield,  naturalpestmanagement,  precisionfarming,  croprotation"
722,9,8,2,0.2,-6,1,"terrible crop yield,  bad net yield,  precisionfarming,  greenhousegrowing,  croprotation"
723,19,4,12,0.6,8,0,"needs crop improvement,  bad net yield,  soilmanagement,  fertilization,  vermiculture"
724,12,19,20,1.7,1,1,"terrible crop yield,  bad net yield,  greenhousegrowing,  sustainableagriculture"
725,9,17,13,1.4,-4,0,"commendable crop yield,  bad net yield,  regenerativeagriculture,  companionplanting"
726,7,10,4,0.6,-6,0,"needs crop improvement,  bad net yield,  precisionfarming,  naturalpestmanagement"
727,28,14,22,0.8,8,1,"terrible crop yield,  bad net yield,  regenerativeagriculture,  companionplanting"
728,14,8,11,0.8,3,0,"needs crop improvement,  bad net yield,  croprotation,  covercrops"
729,20,16,6,0.3,-10,1,"terrible crop yield,  bad net yield,  regenerativeagriculture,  companionplanting"
730,19,11,10,0.5,-1,1,"terrible crop yield,  bad net yield,  naturalpestmanagement,  pestcontrol"
731,26,6,26,1,20,0,"average crop yield,  bad net yield,  covercrops,  croprotation"
732,15,9,29,1.9,20,1,"terrible crop yield,  excellent net yield,  naturalpestmanagement,  precisionfarming"
733,16,9,25,1.6,16,0,"commendable crop yield,  good net yield,  naturalpestmanagement,  croprotation,  covercrops"
734,21,12,21,1,9,0,"average crop yield,  bad net yield,  croprotation,  pestcontrol,  naturalpestmanagement"
735,5,18,7,1.4,-11,1,"terrible crop yield,  bad net yield,  sustainableagriculture,  greenhousegrowing"
736,3,10,10,3.3,0,1,"needs improvement,  bad net yield,  naturalpestmanagement,  pestcontrol"
737,12,12,2,0.2,-10,1,"terrible crop yield,  bad net yield,  croprotation,  naturalpestmanagement"
738,25,7,10,0.4,3,1,"terrible crop yield,  bad net yield,  pestcontrol,  sustainableagriculture,  naturalpestmanagement"
739,20,7,7,0.4,0,0,"needs crop improvement,  bad net yield,  sustainableagriculture,  companionplanting"
740,27,3,6,0.2,3,0,"needs crop improvement,  bad net yield,  vermiculture,  fertilization,  soilmanagement"
741,21,14,14,0.7,0,1,"terrible crop yield,  bad net yield,  regenerativeagriculture,  companionplanting"
742,4,10,18,4.5,8,0,"commendable crop yield,  excellent net yield,  greenhousegrowing,  croprotation,  naturalpestmanagement"
743,21,10,24,1.1,14,0,"commendable crop yield,  bad net yield,  precisionfarming,  greenhousegrowing,  croprotation"
744,23,0,11,0.5,11,0,"needs crop improvement, bad net yield, waterconservation, sustainablepractices"
745,16,16,20,1.3,4,0,"commendable crop yield,  bad net yield,  companionplanting,  regenerativeagriculture"
746,25,14,12,0.5,-2,1,"terrible crop yield,  bad net yield,  regenerativeagriculture,  companionplanting"
747,7,19,5,0.7,-14,1,"terrible crop yield,  bad net yield,  sustainableagriculture,  greenhousegrowing"
748,13,5,16,1.2,11,0,"commendable crop yield,  bad net yield,  croprotation,  greenhousegrowing"
749,21,14,30,1.4,16,1,"terrible crop yield,  excellent net yield,  regenerativeagriculture,  companionplanting"
750,10,8,7,0.7,-1,1,"terrible crop yield,  bad net yield,  naturalpestmanagement,  sustainableagriculture,  companionplanting"
751,26,13,15,0.6,2,1,"terrible crop yield,  bad net yield,  croprotation,  pestcontrol,  naturalpestmanagement"
752,7,17,26,3.7,9,0,"commendable crop yield,  excellent net yield,  regenerativeagriculture,  companionplanting"
753,14,16,12,0.9,-4,0,"needs crop improvement,  bad net yield,  regenerativeagriculture,  companionplanting"
754,26,17,24,0.9,7,0,"needs crop improvement,  bad net yield,  regenerativeagriculture,  companionplanting"
755,5,4,7,1.4,3,1,"terrible crop yield,  bad net yield,  irrigation,  vermiculture"
756,3,19,25,8.3,6,0,"commendable crop yield,  excellent net yield,  sustainableagriculture,  greenhousegrowing"
757,23,19,5,0.2,-14,0,"needs crop improvement,  bad net yield,  sustainableagriculture,  greenhousegrowing"
758,29,8,14,0.5,6,1,"terrible crop yield,  bad net yield,  croprotation,  covercrops,  sustainableagriculture"
759,11,10,21,1.9,11,0,"commendable crop yield,  good net yield,  sustainableagriculture,  greenhousegrowing"
760,11,0,18,1.6,18,0,"commendable crop yield,  excellent net yield,  localfood,  farmersmarket,  farmtofork"
761,18,17,20,1.1,3,1,"terrible crop yield,  bad net yield,  regenerativeagriculture,  companionplanting"
762,15,5,14,0.9,9,1,"terrible crop yield,  good net yield,  naturalpestmanagement,  covercrops,  greenhousegrowing"
763,12,1,12,1,11,1,"terrible crop yield,  good net yield,  irrigation,  soilmanagement"
764,9,14,26,2.9,12,0,"commendable crop yield,  excellent net yield,  companionplanting,  regenerativeagriculture"
765,10,13,5,0.5,-8,0,"needs crop improvement,  bad net yield,  pestcontrol,  croprotation"
766,26,4,24,0.9,20,0,"needs crop improvement,  bad net yield,  fertilization,  pollinatorfriendly,  organicfarming"
767,12,5,8,0.7,3,1,"terrible crop yield,  bad net yield,  greenhousegrowing,  pestcontrol,  covercrops"
768,17,5,26,1.5,21,1,"terrible crop yield,  excellent net yield,  covercrops,  croprotation"
769,29,17,19,0.7,2,0,"needs crop improvement,  bad net yield,  regenerativeagriculture,  companionplanting"
770,6,13,25,4.2,12,0,"commendable crop yield,  excellent net yield,  naturalpestmanagement,  pestcontrol"
771,7,9,2,0.3,-7,1,"terrible crop yield,  bad net yield,  naturalpestmanagement,  croprotation"
772,14,13,13,0.9,0,1,"terrible crop yield,  bad net yield,  croprotation,  naturalpestmanagement,  pestcontrol"
773,13,12,27,2.1,15,1,"needs improvement,  good net yield,  croprotation,  naturalpestmanagement,  pestcontrol"
774,8,2,8,1,6,1,"terrible crop yield,  bad net yield,  fertilization,  organicfarming,  soilmanagement"
775,10,5,9,0.9,4,0,"needs crop improvement,  bad net yield,  pestcontrol,  covercrops"
776,9,7,22,2.4,15,1,"needs improvement,  good net yield,  sustainableagriculture,  croprotation"
777,18,11,18,1,7,0,"average crop yield,  bad net yield,  naturalpestmanagement,  croprotation,  pestcontrol"
778,27,12,21,0.8,9,0,"needs crop improvement,  bad net yield,  pestcontrol,  croprotation,  naturalpestmanagement"
779,26,10,4,0.2,-6,0,"needs crop improvement,  bad net yield,  pestcontrol,  croprotation,  precisionfarming"
780,2,11,26,13,15,1,"good crop yield,  good net yield,  pestcontrol,  naturalpestmanagement,  croprotation"
781,5,0,2,0.4,2,1,"terrible crop yield, bad net yield, precisionfarming, sustainableagriculture, greenhousegrowing"
782,29,16,18,0.6,2,1,"terrible crop yield,  bad net yield,  companionplanting,  regenerativeagriculture"
783,5,15,18,3.6,3,1,"needs improvement,  bad net yield,  regenerativeagriculture,  companionplanting"
784,6,10,23,3.8,13,0,"commendable crop yield,  excellent net yield,  companionplanting,  greenhousegrowing"
785,19,12,13,0.7,1,1,"terrible crop yield,  bad net yield,  croprotation,  pestcontrol,  naturalpestmanagement"
786,8,17,7,0.9,-10,1,"terrible crop yield,  bad net yield,  regenerativeagriculture,  companionplanting"
787,16,10,24,1.5,14,0,"commendable crop yield,  bad net yield,  sustainableagriculture,  pestcontrol,  greenhousegrowing"
788,13,11,12,0.9,1,1,"terrible crop yield,  bad net yield,  croprotation,  naturalpestmanagement"
789,1,5,29,29,24,0,"commendable crop yield,  excellent net yield,  pestcontrol,  greenhousegrowing"
790,22,8,2,0.1,-6,0,"needs crop improvement,  bad net yield,  pestcontrol,  covercrops"
791,20,15,28,1.4,13,0,"commendable crop yield,  bad net yield,  regenerativeagriculture,  companionplanting"
792,17,3,26,1.5,23,0,"commendable crop yield,  excellent net yield,  irrigation,  soilmanagement,  vermiculture"
793,7,2,11,1.6,9,0,"commendable crop yield,  excellent net yield,  soilmanagement,  pollinatorfriendly,  fertilization"
794,25,15,9,0.4,-6,0,"needs crop improvement,  bad net yield,  regenerativeagriculture,  companionplanting"
795,13,11,7,0.5,-4,0,"needs crop improvement,  bad net yield,  croprotation,  pestcontrol,  naturalpestmanagement"
796,4,10,22,5.5,12,0,"commendable crop yield,  excellent net yield,  greenhousegrowing,  sustainableagriculture"
797,4,4,4,1,0,1,"terrible crop yield,  bad net yield,  irrigation,  fertilization"
798,6,17,22,3.7,5,1,"needs improvement,  bad net yield,  regenerativeagriculture,  companionplanting"
799,28,18,27,1,9,1,"terrible crop yield,  good net yield,  greenhousegrowing,  sustainableagriculture"
